,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
4769,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,James Pickens Jr.,ACTOR
4770,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Chandra Wilson,ACTOR
4771,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Kevin McKidd,ACTOR
4772,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Camilla Luddington,ACTOR
4773,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Kim Raver,ACTOR
4774,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Scott Speedman,ACTOR
4775,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Chris Carmack,ACTOR
4776,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Jake Borelli,ACTOR
4777,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Anthony Hill,ACTOR
4778,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Richard Flood,ACTOR
4779,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Caterina Scorsone,ACTOR
4780,ts21469,1.0,0.0,0.0,Grey's Anatomy,SHOW,7.6,299165.0,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,Kelly McCreary,ACTOR
4781,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Jason Bateman,ACTOR
4782,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Portia de Rossi,ACTOR
4783,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Will Arnett,ACTOR
4784,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Michael Cera,ACTOR
4785,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Alia Shawkat,ACTOR
4786,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Tony Hale,ACTOR
4787,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,David Cross,ACTOR
4788,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Jessica Walter,ACTOR
4789,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Jeffrey Tambor,ACTOR
4790,ts17156,1.0,0.0,0.0,Arrested Development,SHOW,8.7,300445.0,2003,TV-MA,28,['comedy'],['US'],5.0,Ron Howard,ACTOR
4791,ts22011,1.0,0.0,0.0,Heartland,SHOW,8.4,16337.0,2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,Amber Marshall,ACTOR
4792,ts22011,1.0,0.0,0.0,Heartland,SHOW,8.4,16337.0,2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,Graham Wardle,ACTOR
4793,ts22011,1.0,0.0,0.0,Heartland,SHOW,8.4,16337.0,2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,Shaun Johnston,ACTOR
4794,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,Michael Peterson,ACTOR
4795,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,Bill Peterson,ACTOR
4796,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,David Rudolf,ACTOR
4797,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,Ron Guerette,ACTOR
4798,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,Tom Maher,ACTOR
4799,ts26091,1.0,0.0,0.0,The Staircase,SHOW,7.8,21531.0,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2.0,Jean-Xavier de Lestrade,DIRECTOR
4873,ts22337,1.0,0.0,0.0,NCIS,SHOW,7.8,143846.0,2003,TV-14,43,"['crime', 'action', 'thriller', 'drama', 'comedy']",['US'],20.0,David McCallum,ACTOR
4874,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Zach Tyler,ACTOR
4875,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Mae Whitman,ACTOR
4876,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Jack De Sena,ACTOR
4877,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Dante Basco,ACTOR
4878,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Jessie Flower,ACTOR
4879,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Greg Baldwin,ACTOR
4880,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Dee Bradley Baker,ACTOR
4881,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Grey DeLisle,ACTOR
4882,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Cricket Leigh,ACTOR
4883,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,Olivia Hack,ACTOR
4884,ts3371,1.0,0.0,0.0,Avatar: The Last Airbender,SHOW,9.3,303666.0,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,André Sogliuzzo,ACTOR
4931,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Kyle Chandler,ACTOR
4932,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Connie Britton,ACTOR
4933,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Aimee Teegarden,ACTOR
4934,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Michael B. Jordan,ACTOR
4935,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Jurnee Smollett,ACTOR
4936,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Dora Madison,ACTOR
4937,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Grey Damon,ACTOR
4938,ts20604,1.0,0.0,0.0,Friday Night Lights,SHOW,8.7,65199.0,2006,TV-14,43,"['drama', 'sport']",['US'],5.0,Matt Lauria,ACTOR
4939,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,8.5,149586.0,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,Chris O'Dowd,ACTOR
4940,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,8.5,149586.0,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,Richard Ayoade,ACTOR
4941,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,8.5,149586.0,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,Katherine Parkinson,ACTOR
4942,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,8.5,149586.0,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,Chris Morris,ACTOR
4943,ts20573,1.0,0.0,0.0,The IT Crowd,SHOW,8.5,149586.0,2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,Matt Berry,ACTOR
4992,ts22099,1.0,0.0,0.0,The Spectacular Spider-Man,SHOW,8.3,14996.0,2008,TV-Y7,22,"['action', 'animation', 'family', 'scifi', 'comedy']",['US'],2.0,Josh Keaton,ACTOR
5195,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,9.0,309445.0,2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],1.0,Mamoru Miyano,ACTOR
5196,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,9.0,309445.0,2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],1.0,Noriko Hidaka,ACTOR
5197,ts11313,1.0,0.0,0.0,DEATH NOTE,SHOW,9.0,309445.0,2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],1.0,Nozomu Sasaki,ACTOR
5198,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Paul Wesley,ACTOR
5199,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Ian Somerhalder,ACTOR
5200,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Kat Graham,ACTOR
5201,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Candice King,ACTOR
5202,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Zach Roerig,ACTOR
5203,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Michael Malarkey,ACTOR
5204,ts21247,1.0,0.0,0.0,The Vampire Diaries,SHOW,7.7,314422.0,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,Matthew Davis,ACTOR
5205,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Junko Takeuchi,ACTOR
5206,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Noriaki Sugiyama,ACTOR
5207,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Chie Nakamura,ACTOR
5208,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kazuhiko Inoue,ACTOR
5209,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Hidekatsu Shibata,ACTOR
5210,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kōichi Tōchika,ACTOR
5211,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Yōichi Masukawa,ACTOR
5212,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Masashi Ebara,ACTOR
5213,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Yukari Tamura,ACTOR
5214,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Ryoka Yuzuki,ACTOR
5215,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Showtaro Morikubo,ACTOR
5216,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kentaro Ito,ACTOR
5217,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Shinji Kawada,ACTOR
5218,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Nana Mizuki,ACTOR
5219,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kohsuke Toriumi,ACTOR
5220,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Hideo Ishikawa,ACTOR
5221,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Tomoyuki Dan,ACTOR
5222,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Akira Ishida,ACTOR
5223,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Toshihiko Seki,ACTOR
5224,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Nobutoshi Canna,ACTOR
5225,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kujira,ACTOR
5226,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Hochu Otsuka,ACTOR
5227,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Keiko Nemoto,ACTOR
5228,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Rumi Rakugou,ACTOR
5229,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Romi Park,ACTOR
5230,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Jurota Kosugi,ACTOR
5231,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Kouyori Katase,ACTOR
5232,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Masako Katsuki,ACTOR
5233,ts20305,1.0,0.0,0.0,Naruto,SHOW,8.4,96729.0,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],6.0,Hayato Date,DIRECTOR
5310,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Tara Strong,ACTOR
5311,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Andrea Libman,ACTOR
5312,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Ashleigh Ball,ACTOR
5313,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Tabitha St. Germain,ACTOR
5314,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Cathy Weseluck,ACTOR
5315,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Michelle Creber,ACTOR
5316,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Claire Margaret Corlett,ACTOR
5317,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Madeleine Peters,ACTOR
5318,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Nicole Oliver,ACTOR
5319,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Peter New,ACTOR
5320,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Brenda Crichlow,ACTOR
5321,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Chantal Strand,ACTOR
5322,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Shannon Chan-Kent,ACTOR
5323,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Brian Drummond,ACTOR
5324,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Rebecca Shoichet,ACTOR
5325,ts21511,1.0,0.0,0.0,My Little Pony: Friendship Is Magic,SHOW,7.6,20910.0,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,Kazumi Evans,ACTOR
5327,ts17942,1.0,0.0,0.0,Chappelle's Show,SHOW,8.8,63107.0,2003,TV-14,21,"['comedy', 'music']",['US'],3.0,Dave Chappelle,ACTOR
5456,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Victoria Justice,ACTOR
5457,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Leon G. Thomas III,ACTOR
5458,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Matt Bennett,ACTOR
5459,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Elizabeth Gillies,ACTOR
5460,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Ariana Grande,ACTOR
5461,ts30311,1.0,0.0,0.0,Victorious,SHOW,6.9,24838.0,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,Avan Jogia,ACTOR
5619,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,John Paul Tremblay,ACTOR
5620,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,Robb Wells,ACTOR
5621,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,John Dunsworth,ACTOR
5622,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,Patrick Roach,ACTOR
5623,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,Sarah Dunsworth,ACTOR
5624,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,Tyrone Parsons,ACTOR
5625,ts22267,1.0,0.0,0.0,Trailer Park Boys,SHOW,8.6,42733.0,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,Mike Smith,ACTOR
5983,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Tara Strong,ACTOR
5984,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Susanne Blakeslee,ACTOR
5985,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Daran Norris,ACTOR
5986,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Carlos Alazraqui,ACTOR
5987,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Jim Ward,ACTOR
5988,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Gary LeRoi Gray,ACTOR
5989,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Grey DeLisle,ACTOR
5990,ts19036,1.0,0.0,0.0,The Fairly OddParents,SHOW,7.2,38046.0,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,Kari Wahlgren,ACTOR
6029,ts22456,1.0,0.0,0.0,Ned's Declassified School Survival Guide,SHOW,7.4,17864.0,2004,TV-G,25,"['family', 'comedy']",['US'],3.0,Devon Werkheiser,ACTOR
